ID,Name,Passage: start,Passage: start ID,Passage: end,Passage: end ID,Subject,Subject ID,Predicate,Predicate ID,Direct Object,Direct Object ID,Indirect Object (to/for),Indirect Object (to/for) ID
9616019,"Apollodoros Library 3.12.5 Deiphobos son of Priam and Hecabe, Helenos son of Priam, Pammon son of Priam, Polites son of Priam, Antiphos son of Priam and Hecabe, Hipponoos son of Priam and Hecabe, Troilos son of Priam or Apollo and Hecabe, Polydoros son of Priam and Hecabe is child of Hecabe Hecuba wife of Priam, Priam Priamos king of Troy",Apollodoros Library 3.12.5,9615058,,,Antiphos son of Priam and Hecabe,8182224,is child of,8188649,Hecabe Hecuba wife of Priam,8188464,,
9616019,"Apollodoros Library 3.12.5 Deiphobos son of Priam and Hecabe, Helenos son of Priam, Pammon son of Priam, Polites son of Priam, Antiphos son of Priam and Hecabe, Hipponoos son of Priam and Hecabe, Troilos son of Priam or Apollo and Hecabe, Polydoros son of Priam and Hecabe is child of Hecabe Hecuba wife of Priam, Priam Priamos king of Troy",Apollodoros Library 3.12.5,9615058,,,Antiphos son of Priam and Hecabe,8182224,is child of,8188649,Priam Priamos king of Troy,8189347,,
9616019,"Apollodoros Library 3.12.5 Deiphobos son of Priam and Hecabe, Helenos son of Priam, Pammon son of Priam, Polites son of Priam, Antiphos son of Priam and Hecabe, Hipponoos son of Priam and Hecabe, Troilos son of Priam or Apollo and Hecabe, Polydoros son of Priam and Hecabe is child of Hecabe Hecuba wife of Priam, Priam Priamos king of Troy",Apollodoros Library 3.12.5,9615058,,,Hipponoos son of Priam and Hecabe,8188524,is child of,8188649,Hecabe Hecuba wife of Priam,8188464,,
9616019,"Apollodoros Library 3.12.5 Deiphobos son of Priam and Hecabe, Helenos son of Priam, Pammon son of Priam, Polites son of Priam, Antiphos son of Priam and Hecabe, Hipponoos son of Priam and Hecabe, Troilos son of Priam or Apollo and Hecabe, Polydoros son of Priam and Hecabe is child of Hecabe Hecuba wife of Priam, Priam Priamos king of Troy",Apollodoros Library 3.12.5,9615058,,,Hipponoos son of Priam and Hecabe,8188524,is child of,8188649,Priam Priamos king of Troy,8189347,,
9616019,"Apollodoros Library 3.12.5 Deiphobos son of Priam and Hecabe, Helenos son of Priam, Pammon son of Priam, Polites son of Priam, Antiphos son of Priam and Hecabe, Hipponoos son of Priam and Hecabe, Troilos son of Priam or Apollo and Hecabe, Polydoros son of Priam and Hecabe is child of Hecabe Hecuba wife of Priam, Priam Priamos king of Troy",Apollodoros Library 3.12.5,9615058,,,Troilos son of Priam or Apollo and Hecabe,8190157,is child of,8188649,Hecabe Hecuba wife of Priam,8188464,,
9616019,"Apollodoros Library 3.12.5 Deiphobos son of Priam and Hecabe, Helenos son of Priam, Pammon son of Priam, Polites son of Priam, Antiphos son of Priam and Hecabe, Hipponoos son of Priam and Hecabe, Troilos son of Priam or Apollo and Hecabe, Polydoros son of Priam and Hecabe is child of Hecabe Hecuba wife of Priam, Priam Priamos king of Troy",Apollodoros Library 3.12.5,9615058,,,Troilos son of Priam or Apollo and Hecabe,8190157,is child of,8188649,Priam Priamos king of Troy,8189347,,
9616019,"Apollodoros Library 3.12.5 Deiphobos son of Priam and Hecabe, Helenos son of Priam, Pammon son of Priam, Polites son of Priam, Antiphos son of Priam and Hecabe, Hipponoos son of Priam and Hecabe, Troilos son of Priam or Apollo and Hecabe, Polydoros son of Priam and Hecabe is child of Hecabe Hecuba wife of Priam, Priam Priamos king of Troy",Apollodoros Library 3.12.5,9615058,,,Polydoros son of Priam and Hecabe,9985073,is child of,8188649,Hecabe Hecuba wife of Priam,8188464,,
9616019,"Apollodoros Library 3.12.5 Deiphobos son of Priam and Hecabe, Helenos son of Priam, Pammon son of Priam, Polites son of Priam, Antiphos son of Priam and Hecabe, Hipponoos son of Priam and Hecabe, Troilos son of Priam or Apollo and Hecabe, Polydoros son of Priam and Hecabe is child of Hecabe Hecuba wife of Priam, Priam Priamos king of Troy",Apollodoros Library 3.12.5,9615058,,,Polydoros son of Priam and Hecabe,9985073,is child of,8188649,Priam Priamos king of Troy,8189347,,
9616003,Apollodoros Library 3.12.5 Hecabe Hecuba wife of Priam is child of Dymas father of Hecabe and Asios,Apollodoros Library 3.12.5,9615058,,,Hecabe Hecuba wife of Priam,8188464,is child of,8188649,Dymas father of Hecabe and Asios,9881976,,
8240599,"Apollodoros Epitome 5.4 Aias Ajax son of Telamon, leader of the Salamis contingent at Troy, 'the greater' kills Glaucos son of Hippolochos, leader of the Lycia contingent at Troy",Apollodoros Epitome 5.4,8194607,,,"Aias Ajax son of Telamon, leader of the Salamis contingent at Troy, 'the greater'",8182067,kills,8188672,"Glaucos son of Hippolochos, leader of the Lycia contingent at Troy",8188433,,
9980703,Apollodoros Epitome 5.17 the Sons of Laocoon sons of the Trojan prophet is child of Laocoon Trojan prophet,Apollodoros Epitome 5.17,8194620,Apollodoros Epitome 5.18,8194621,the Sons of Laocoon sons of the Trojan prophet,8240623,is child of,8188649,Laocoon Trojan prophet,8188632,,
9619400,Apollodoros Library 3.15.4 Erechtheus son of Pandion offers sacrifice [of] [ind. obj.],Apollodoros Library 3.15.4,9615081,,,Erechtheus son of Pandion,8188265,offers sacrifice [of] [ind. obj.],8188758,,,,
8195161,"Apollodoros Epitome 3.34 the Zeleia contingent at Troy, the Adrasteia contingent at Troy, the Percote contingent at Troy, the Mysia contingent at Troy, the Pelasgi Contingent at Troy is part of the Defenders of Troy",Apollodoros Epitome 3.34,8194594,Apollodoros Epitome 3.35,8194595,the Zeleia contingent at Troy,8190276,is part of,9688181,the Defenders of Troy,8190051,,
8195161,"Apollodoros Epitome 3.34 the Zeleia contingent at Troy, the Adrasteia contingent at Troy, the Percote contingent at Troy, the Mysia contingent at Troy, the Pelasgi Contingent at Troy is part of the Defenders of Troy",Apollodoros Epitome 3.34,8194594,Apollodoros Epitome 3.35,8194595,the Adrasteia contingent at Troy,8190277,is part of,9688181,the Defenders of Troy,8190051,,
8195161,"Apollodoros Epitome 3.34 the Zeleia contingent at Troy, the Adrasteia contingent at Troy, the Percote contingent at Troy, the Mysia contingent at Troy, the Pelasgi Contingent at Troy is part of the Defenders of Troy",Apollodoros Epitome 3.34,8194594,Apollodoros Epitome 3.35,8194595,the Percote contingent at Troy,8190278,is part of,9688181,the Defenders of Troy,8190051,,
8195161,"Apollodoros Epitome 3.34 the Zeleia contingent at Troy, the Adrasteia contingent at Troy, the Percote contingent at Troy, the Mysia contingent at Troy, the Pelasgi Contingent at Troy is part of the Defenders of Troy",Apollodoros Epitome 3.34,8194594,Apollodoros Epitome 3.35,8194595,the Mysia contingent at Troy,8190270,is part of,9688181,the Defenders of Troy,8190051,,
8195161,"Apollodoros Epitome 3.34 the Zeleia contingent at Troy, the Adrasteia contingent at Troy, the Percote contingent at Troy, the Mysia contingent at Troy, the Pelasgi Contingent at Troy is part of the Defenders of Troy",Apollodoros Epitome 3.34,8194594,Apollodoros Epitome 3.35,8194595,the Pelasgi Contingent at Troy,9718666,is part of,9688181,the Defenders of Troy,8190051,,
8195178,Apollodoros Epitome 3.34 Hippothoos son of Pelasgos leads the Pelasgi Contingent at Troy,Apollodoros Epitome 3.34,8194594,Apollodoros Epitome 3.35,8194595,Hippothoos son of Pelasgos,8188535,leads,8188781,the Pelasgi Contingent at Troy,9718666,,
8195180,Apollodoros Epitome 3.34 the Pelasgi Contingent at Troy is associated with Larissa 540905,Apollodoros Epitome 3.34,8194594,Apollodoros Epitome 3.34,8194594,the Pelasgi Contingent at Troy,9718666,is associated with,8188805,Larissa 540905,8195179,,
8240631,Apollodoros Epitome 5.19 Sinon Greek fighter at Troy is [in/on/at] [near],Apollodoros Epitome 5.19,8194622,,,Sinon Greek fighter at Troy,8189999,is [in/on/at] [near],8188795,,,,
9619259,Apollodoros Library 3.14.1 Athena Minerva Olympian goddess creates [from] the Olive Tree of Athena on the Acropolis of Athens,Apollodoros Library 3.14.1,9615070,,,Athena Minerva Olympian goddess,8187870,creates [from],8188766,the Olive Tree of Athena on the Acropolis of Athens,9619257,,
9587568,"Apollodoros Library 1.9.24 Aiaia island of Circe, visited by Odysseus [mythical entity] is identified [in/on/at] [near] [historical entity]",Apollodoros Library 1.9.24,9414346,,,"Aiaia island of Circe, visited by Odysseus",9051582,[mythical entity] is identified [in/on/at] [near] [historical entity],9821340,,,,
8359020,"Apollodoros Library 1.2.6 the Gorgons Gorgo is child of Phorcos Phorcys early god, Ceto daughter of Pontos",Apollodoros Library 1.2.6,8358907,,,the Gorgons Gorgo,8189150,is child of,8188649,Phorcos Phorcys early god,8189255,,
8359020,"Apollodoros Library 1.2.6 the Gorgons Gorgo is child of Phorcos Phorcys early god, Ceto daughter of Pontos",Apollodoros Library 1.2.6,8358907,,,the Gorgons Gorgo,8189150,is child of,8188649,Ceto daughter of Pontos,8187986,,
9358810,"Apollodoros Epitome 7.18 the Sirens is child of Acheloos river god, Melpomene Muse",Apollodoros Epitome 7.18,8194676,,,the Sirens,8190001,is child of,8188649,Acheloos river god,8182010,,
9358810,"Apollodoros Epitome 7.18 the Sirens is child of Acheloos river god, Melpomene Muse",Apollodoros Epitome 7.18,8194676,,,the Sirens,8190001,is child of,8188649,Melpomene Muse,8189797,,
8358930,"Apollodoros Library 1.3.1 the Moirai the Parcae the Fates is child of Themis Titan, Zeus Olympian god",Apollodoros Library 1.3.1,8358923,,,the Moirai the Parcae the Fates,8189840,is child of,8188649,Themis Titan,8188417,,
8358930,"Apollodoros Library 1.3.1 the Moirai the Parcae the Fates is child of Themis Titan, Zeus Olympian god",Apollodoros Library 1.3.1,8358923,,,the Moirai the Parcae the Fates,8189840,is child of,8188649,Zeus Olympian god,8188419,,
8358937,"Apollodoros Library 1.3.1 the Muses personifications of poetry and music is child of Zeus Olympian god, Mnemosyne Titan, personification of Memory",Apollodoros Library 1.3.1,8358923,,,the Muses personifications of poetry and music,8189170,is child of,8188649,Zeus Olympian god,8188419,,
8358937,"Apollodoros Library 1.3.1 the Muses personifications of poetry and music is child of Zeus Olympian god, Mnemosyne Titan, personification of Memory",Apollodoros Library 1.3.1,8358923,,,the Muses personifications of poetry and music,8189170,is child of,8188649,"Mnemosyne Titan, personification of Memory",8188397,,
8358845,"Apollodoros Library 1.1.1 Cottos Hundred-hander, Gyes Hundred-hander, Briareos Hundred-hander is child of Ouranos father of Cronos, Ge Gaia personification of Earth",Apollodoros Library 1.1.1,8358836,,,Cottos Hundred-hander,8188075,is child of,8188649,Ouranos father of Cronos,8188400,,
8358845,"Apollodoros Library 1.1.1 Cottos Hundred-hander, Gyes Hundred-hander, Briareos Hundred-hander is child of Ouranos father of Cronos, Ge Gaia personification of Earth",Apollodoros Library 1.1.1,8358836,,,Cottos Hundred-hander,8188075,is child of,8188649,Ge Gaia personification of Earth,8188388,,
8358845,"Apollodoros Library 1.1.1 Cottos Hundred-hander, Gyes Hundred-hander, Briareos Hundred-hander is child of Ouranos father of Cronos, Ge Gaia personification of Earth",Apollodoros Library 1.1.1,8358836,,,Gyes Hundred-hander,8188389,is child of,8188649,Ouranos father of Cronos,8188400,,
8358845,"Apollodoros Library 1.1.1 Cottos Hundred-hander, Gyes Hundred-hander, Briareos Hundred-hander is child of Ouranos father of Cronos, Ge Gaia personification of Earth",Apollodoros Library 1.1.1,8358836,,,Gyes Hundred-hander,8188389,is child of,8188649,Ge Gaia personification of Earth,8188388,,
8358845,"Apollodoros Library 1.1.1 Cottos Hundred-hander, Gyes Hundred-hander, Briareos Hundred-hander is child of Ouranos father of Cronos, Ge Gaia personification of Earth",Apollodoros Library 1.1.1,8358836,,,Briareos Hundred-hander,8187920,is child of,8188649,Ouranos father of Cronos,8188400,,
8358845,"Apollodoros Library 1.1.1 Cottos Hundred-hander, Gyes Hundred-hander, Briareos Hundred-hander is child of Ouranos father of Cronos, Ge Gaia personification of Earth",Apollodoros Library 1.1.1,8358836,,,Briareos Hundred-hander,8187920,is child of,8188649,Ge Gaia personification of Earth,8188388,,
8358928,"Apollodoros Library 1.3.1 the Horai personifications of natural order is child of Themis Titan, Zeus Olympian god",Apollodoros Library 1.3.1,8358923,,,the Horai personifications of natural order,8189162,is child of,8188649,Themis Titan,8188417,,
8358928,"Apollodoros Library 1.3.1 the Horai personifications of natural order is child of Themis Titan, Zeus Olympian god",Apollodoros Library 1.3.1,8358923,,,the Horai personifications of natural order,8189162,is child of,8188649,Zeus Olympian god,8188419,,
8358847,"Apollodoros Library 1.1.2 Arges Cyclops, son of Ouranos, Brontes Cyclops, son of Ouranos, Steropes Cyclops, son of Ouranos is child of Ge Gaia personification of Earth, Ouranos father of Cronos",Apollodoros Library 1.1.2,8103181,,,"Arges Cyclops, son of Ouranos",8187808,is child of,8188649,Ge Gaia personification of Earth,8188388,,
8358847,"Apollodoros Library 1.1.2 Arges Cyclops, son of Ouranos, Brontes Cyclops, son of Ouranos, Steropes Cyclops, son of Ouranos is child of Ge Gaia personification of Earth, Ouranos father of Cronos",Apollodoros Library 1.1.2,8103181,,,"Arges Cyclops, son of Ouranos",8187808,is child of,8188649,Ouranos father of Cronos,8188400,,
8358847,"Apollodoros Library 1.1.2 Arges Cyclops, son of Ouranos, Brontes Cyclops, son of Ouranos, Steropes Cyclops, son of Ouranos is child of Ge Gaia personification of Earth, Ouranos father of Cronos",Apollodoros Library 1.1.2,8103181,,,"Brontes Cyclops, son of Ouranos",8187923,is child of,8188649,Ge Gaia personification of Earth,8188388,,
8358847,"Apollodoros Library 1.1.2 Arges Cyclops, son of Ouranos, Brontes Cyclops, son of Ouranos, Steropes Cyclops, son of Ouranos is child of Ge Gaia personification of Earth, Ouranos father of Cronos",Apollodoros Library 1.1.2,8103181,,,"Brontes Cyclops, son of Ouranos",8187923,is child of,8188649,Ouranos father of Cronos,8188400,,
8358847,"Apollodoros Library 1.1.2 Arges Cyclops, son of Ouranos, Brontes Cyclops, son of Ouranos, Steropes Cyclops, son of Ouranos is child of Ge Gaia personification of Earth, Ouranos father of Cronos",Apollodoros Library 1.1.2,8103181,,,"Steropes Cyclops, son of Ouranos",8188406,is child of,8188649,Ge Gaia personification of Earth,8188388,,
8358847,"Apollodoros Library 1.1.2 Arges Cyclops, son of Ouranos, Brontes Cyclops, son of Ouranos, Steropes Cyclops, son of Ouranos is child of Ge Gaia personification of Earth, Ouranos father of Cronos",Apollodoros Library 1.1.2,8103181,,,"Steropes Cyclops, son of Ouranos",8188406,is child of,8188649,Ouranos father of Cronos,8188400,,
8358934,"Apollodoros Library 1.3.1 the Charites the Graces is child of Eurynome Oceanid, mother of Charites, Zeus Olympian god",Apollodoros Library 1.3.1,8358923,,,the Charites the Graces,8187998,is child of,8188649,"Eurynome Oceanid, mother of Charites",8188355,,
8358934,"Apollodoros Library 1.3.1 the Charites the Graces is child of Eurynome Oceanid, mother of Charites, Zeus Olympian god",Apollodoros Library 1.3.1,8358923,,,the Charites the Graces,8187998,is child of,8188649,Zeus Olympian god,8188419,,
9414340,Apollodoros Library 1.9.23 Spartoi at Colchis is born from [object] the Teeth of the Serpent of Ares planted at Thebes and Colchis,Apollodoros Library 1.9.23,9412607,,,Spartoi at Colchis,9414339,is born from [object],9966198,the Teeth of the Serpent of Ares planted at Thebes and Colchis,9414334,,
9358751,"Apollodoros Epitome 6.15c Aithylla daughter of Laomedon, Astyoche daughter of Laomedon, Medesicaste daughter of Laomedon is child of Laomedon father of Priam",Apollodoros Epitome 6.15c,9358717,,,Aithylla daughter of Laomedon,8182095,is child of,8188649,Laomedon father of Priam,8189656,,
9358751,"Apollodoros Epitome 6.15c Aithylla daughter of Laomedon, Astyoche daughter of Laomedon, Medesicaste daughter of Laomedon is child of Laomedon father of Priam",Apollodoros Epitome 6.15c,9358717,,,Astyoche daughter of Laomedon,8187862,is child of,8188649,Laomedon father of Priam,8189656,,
9358751,"Apollodoros Epitome 6.15c Aithylla daughter of Laomedon, Astyoche daughter of Laomedon, Medesicaste daughter of Laomedon is child of Laomedon father of Priam",Apollodoros Epitome 6.15c,9358717,,,Medesicaste daughter of Laomedon,8189764,is child of,8188649,Laomedon father of Priam,8189656,,
9612941,Apollodoros Library 3.4.1 the Spartoi spring from planted dragon's teeth at Thebes is born from [object] the Teeth of the Serpent of Ares planted at Thebes and Colchis,Apollodoros Library 3.4.1,9612931,,,the Spartoi spring from planted dragon's teeth at Thebes,8190006,is born from [object],9966198,the Teeth of the Serpent of Ares planted at Thebes and Colchis,9414334,,
9966815,Apollodoros Epitome 1.15 the Daughters of Cocalos is child of Cocalos king of Camicos,Apollodoros Epitome 1.15,8190230,,,the Daughters of Cocalos,8194528,is child of,8188649,Cocalos king of Camicos,8188061,,
9966813,Apollodoros Epitome 1.11 the Sons of Pallas killed by Theseus is child of Pallas son of Pandion,Apollodoros Epitome 1.11,8190218,,,the Sons of Pallas killed by Theseus,9601177,is child of,8188649,Pallas son of Pandion,8189102,,
9966812,"Apollodoros Library 2.4.12 the Children of Iphicles and Pyrrha killed by Heracles is child of Iphicles son of Amphitryon, Pyrrha daughter of Creon, wife of Iphicles",Apollodoros Library 2.4.12,8316537,,,the Children of Iphicles and Pyrrha killed by Heracles,9611387,is child of,8188649,Iphicles son of Amphitryon,8189168,,
9966812,"Apollodoros Library 2.4.12 the Children of Iphicles and Pyrrha killed by Heracles is child of Iphicles son of Amphitryon, Pyrrha daughter of Creon, wife of Iphicles",Apollodoros Library 2.4.12,8316537,,,the Children of Iphicles and Pyrrha killed by Heracles,9611387,is child of,8188649,"Pyrrha daughter of Creon, wife of Iphicles",9610219,,
9966811,"Apollodoros Library 2.7.2 the Sons of Augeias killed by Heracles is child of Augeias Augeas Argonaut, king of Elis",Apollodoros Library 2.7.2,8316555,,,the Sons of Augeias killed by Heracles,9614048,is child of,8188649,"Augeias Augeas Argonaut, king of Elis",8187879,,
9966810,"Apollodoros Library 2.7.3 the Sons of Cepheus is child of Cepheus Argonaut, Calydonian boar hunter, ally of Heracles",Apollodoros Library 2.7.3,8316556,,,the Sons of Cepheus,9614058,is child of,8188649,"Cepheus Argonaut, Calydonian boar hunter, ally of Heracles",8187972,,
9704436,Apollodoros Library 3.1.2 Asterios king of Crete has no children,Apollodoros Library 3.1.2,9612858,Apollodoros Library 3.1.3,9612891,Asterios king of Crete,8187843,has no children,9704435,,,,
9714121,Apollodoros Library 3.12.6 Cychreus son of Poseidon has no children,Apollodoros Library 3.12.6,9615059,Apollodoros Library 3.12.7,9615060,Cychreus son of Poseidon,8188110,has no children,9704435,,,,
9055223,Apollodoros Library 1.3.6 Athena Minerva Olympian goddess is born from [object] the Head of Zeus,Apollodoros Library 1.3.6,9055219,,,Athena Minerva Olympian goddess,8187870,is born from [object],9966198,the Head of Zeus,9966197,,
9055224,Apollodoros Library 1.3.6 Athena Minerva Olympian goddess is born from [object] the Head of Zeus,Apollodoros Library 1.3.6,9055219,,,Athena Minerva Olympian goddess,8187870,is born from [object],9966198,the Head of Zeus,9966197,,
8358858,Apollodoros Library 1.1.4 the Erinyes Dirae Furiae the Furies the Eumenides personifications of vengeance is born from [object] the Genitals of Ouranos,Apollodoros Library 1.1.4,8358839,,,the Erinyes Dirae Furiae the Furies the Eumenides personifications of vengeance,8188272,is born from [object],9966198,the Genitals of Ouranos,8188410,,
9601854,"Apollodoros Library 2.4.2 Pegasos winged horse, Chrysaor son of Poseidon and Medousa is born from [object] the Head of Medousa",Apollodoros Library 2.4.2,8316527,Apollodoros Library 2.4.3,8316528,Pegasos winged horse,8189128,is born from [object],9966198,the Head of Medousa,8190304,,
9601854,"Apollodoros Library 2.4.2 Pegasos winged horse, Chrysaor son of Poseidon and Medousa is born from [object] the Head of Medousa",Apollodoros Library 2.4.2,8316527,Apollodoros Library 2.4.3,8316528,Chrysaor son of Poseidon and Medousa,8188011,is born from [object],9966198,the Head of Medousa,8190304,,
9612962,Apollodoros Library 3.4.3 Dionysos Liber Bacchos Olympian god is born from [object] the Thigh of Zeus,Apollodoros Library 3.4.3,9612959,,,Dionysos Liber Bacchos Olympian god,8188175,is born from [object],9966198,the Thigh of Zeus,9612961,,
9055622,Apollodoros Library 1.7.2 Hephaistos Vulcan Olympian god creates [agent] Pandora first mortal woman,Apollodoros Library 1.7.2,9055614,,,Hephaistos Vulcan Olympian god,8188476,creates [agent],9903456,Pandora first mortal woman,8189114,,
9602349,Apollodoros Library 2.5.4 the Centaurs half-horse half-human beings flees [from] [to] [via],Apollodoros Library 2.5.4,8316541,,,the Centaurs half-horse half-human beings,8187970,flees [from] [to] [via],8188801,,,,
9619307,"Apollodoros Library 3.15.1 Erechtheus son of Pandion succeeds [in/on/at] Pandion king of Athens, son of Erichthonios",Apollodoros Library 3.15.1,9615078,,,Erechtheus son of Pandion,8188265,succeeds [in/on/at],8188713,"Pandion king of Athens, son of Erichthonios",8189111,,
9619369,Apollodoros Library 3.14.5 Cranaos early king of Athens succeeds [in/on/at] Cecrops first king of Athens,Apollodoros Library 3.14.5,9615074,,,Cranaos early king of Athens,8188080,succeeds [in/on/at],8188713,Cecrops first king of Athens,8187960,,
9619387,Apollodoros Library 3.14.6 Amphictyon son of Deucalion succeeds [in/on/at] Cranaos early king of Athens,Apollodoros Library 3.14.6,9615075,,,Amphictyon son of Deucalion,8182143,succeeds [in/on/at],8188713,Cranaos early king of Athens,8188080,,
9619407,Apollodoros Library 3.15.5 Cecrops son of Erechtheus succeeds [in/on/at] Erechtheus son of Pandion,Apollodoros Library 3.15.5,9615082,,,Cecrops son of Erechtheus,8187961,succeeds [in/on/at],8188713,Erechtheus son of Pandion,8188265,,
9619414,"Apollodoros Library 3.15.5 Pandion king of Athens, son of Cecrops succeeds [in/on/at] Cecrops son of Erechtheus",Apollodoros Library 3.15.5,9615082,,,"Pandion king of Athens, son of Cecrops",8189110,succeeds [in/on/at],8188713,Cecrops son of Erechtheus,8187961,,
9619266,"Apollodoros Library 3.14.7 Pandion king of Athens, son of Erichthonios succeeds [in/on/at] Erichthonios son of Hephaistos",Apollodoros Library 3.14.7,9615076,,,"Pandion king of Athens, son of Erichthonios",8189111,succeeds [in/on/at],8188713,Erichthonios son of Hephaistos,8188268,,
9619245,Apollodoros Library 3.14.6 Erichthonios son of Hephaistos succeeds [in/on/at] Amphictyon son of Deucalion,Apollodoros Library 3.14.6,9615075,,,Erichthonios son of Hephaistos,8188268,succeeds [in/on/at],8188713,Amphictyon son of Deucalion,8182143,,
8190220,Apollodoros Epitome 1.11 Theseus Athenian hero succeeds [in/on/at] Aigeus king of Athens,Apollodoros Epitome 1.11,8190218,,,Theseus Athenian hero,8188822,succeeds [in/on/at],8188713,Aigeus king of Athens,8182072,,
9055635,Apollodoros Library 1.7.2 Amphictyon son of Deucalion succeeds [in/on/at] Cranaos early king of Athens,Apollodoros Library 1.7.2,9055614,,,Amphictyon son of Deucalion,8182143,succeeds [in/on/at],8188713,Cranaos early king of Athens,8188080,,
9619373,Apollodoros Library 3.14.5 Cranaos early king of Athens rules [direct obj] Athens 579885,Apollodoros Library 3.14.5,9615074,,,Cranaos early king of Athens,8188080,rules [direct obj],8188785,Athens 579885,8188815,,
9619242,Apollodoros Library 3.14.1 Cecrops first king of Athens rules [direct obj] Athens 579885,Apollodoros Library 3.14.1,9615070,,,Cecrops first king of Athens,8187960,rules [direct obj],8188785,Athens 579885,8188815,,
